source_mat_id_orig,source_mat_id,seq_batch,sea_surf_temp,sea_surf_temp_method,ph,ph_method,sediment_temp,sediment_temp_method,redox_potential,redox_potential_method,alkalinity,alkalinity_method,ammonium,ammonium_method,bac_prod,bac_prod_method,biomass,biomass_method,chem_administration,chlorophyll,chlorophyll_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,diss_oxygen,diss_oxygen_method,magnesium,magnesium_method,methane,methane_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,organism_count,organism_count_method,oxy_stat_samp,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,particle_class,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,porosity,pressure,pressure_method,sea_surf_salinity,sea_surf_salinity_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,water_current,water_current_method
EMO BON RFormosa SO 211220 micro(1),EMOBON_RFormosa_So_11,batch_2,15,Thermo scientific  orion star A221,7.73,Thermo scientific  orion star A221,17.1,Thermo scientific  orion star A221,-70,Thermo scientific  orion star A221,,,,,,,,,,3.98132,Fluorometer 10-AU,,,,,,,,,256.25,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.005181347,YSI ProSolo Digital,36.3,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 211220 micro(2),EMOBON_RFormosa_So_12,batch_2,15,Thermo scientific  orion star A221,7.73,Thermo scientific  orion star A221,17.1,Thermo scientific  orion star A221,-70,Thermo scientific  orion star A221,,,,,,,,,,3.98132,Fluorometer 10-AU,,,,,,,,,256.25,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.005181347,YSI ProSolo Digital,36.3,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 211220 micro(3),EMOBON_RFormosa_So_13,NA,15,Thermo scientific  orion star A221,7.73,Thermo scientific  orion star A221,17.1,Thermo scientific  orion star A221,-70,Thermo scientific  orion star A221,,,,,,,,,,3.98132,Fluorometer 10-AU,,,,,,,,,256.25,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.005181347,YSI ProSolo Digital,36.3,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 211220 micro(4),EMOBON_RFormosa_So_14,NA,15,Thermo scientific  orion star A221,7.73,Thermo scientific  orion star A221,17.1,Thermo scientific  orion star A221,-70,Thermo scientific  orion star A221,,,,,,,,,,3.98132,Fluorometer 10-AU,,,,,,,,,256.25,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.005181347,YSI ProSolo Digital,36.3,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 211220 blank,EMOBON_RFormosa_So_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,
EMO BON RFormosa SO 220224 micro(1),EMOBON_RFormosa_So_16,,17.3,Thermo scientific  orion star A221,7.8,Thermo scientific  orion star A221,17.1,Hanna checkTemp thermometer,-74,Thermo scientific  orion star A221,,,,,,,,,,2.53,Fluorometer 10-AU,,,,,,,,,278.125,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00399704,YSI ProSolo Digital,37.47,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 220224 micro(2),EMOBON_RFormosa_So_17,,17.3,Thermo scientific  orion star A221,7.8,Thermo scientific  orion star A221,17.1,Hanna checkTemp thermometer,-74,Thermo scientific  orion star A221,,,,,,,,,,2.53,Fluorometer 10-AU,,,,,,,,,278.125,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00399704,YSI ProSolo Digital,37.47,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 220224 micro(3),EMOBON_RFormosa_So_18,,17.3,Thermo scientific  orion star A221,7.8,Thermo scientific  orion star A221,17.1,Hanna checkTemp thermometer,-74,Thermo scientific  orion star A221,,,,,,,,,,2.53,Fluorometer 10-AU,,,,,,,,,278.125,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00399704,YSI ProSolo Digital,37.47,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 220224 micro(4),EMOBON_RFormosa_So_19,,17.3,Thermo scientific  orion star A221,7.8,Thermo scientific  orion star A221,17.1,Hanna checkTemp thermometer,-74,Thermo scientific  orion star A221,,,,,,,,,,2.53,Fluorometer 10-AU,,,,,,,,,278.125,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00399704,YSI ProSolo Digital,37.47,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 220224 blank,EMOBON_RFormosa_So_20,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,
EMO BON RFormosa SO 220428 micro(1),EMOBON_RFormosa_So_21,,17.8,Thermo scientific  orion star A221,7.76,Thermo scientific  orion star A221,16.7,Hanna checkTemp thermometer,-71,Thermo scientific  orion star A221,,,,,,,,,,7.17216,Fluorometer 10-AU,,,,,,,,,234.375,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.005576117,YSI ProSolo Digital,36.75,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 220428 micro(2),EMOBON_RFormosa_So_22,,17.8,Thermo scientific  orion star A221,7.76,Thermo scientific  orion star A221,16.7,Hanna checkTemp thermometer,-71,Thermo scientific  orion star A221,,,,,,,,,,7.17216,Fluorometer 10-AU,,,,,,,,,234.375,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.005576117,YSI ProSolo Digital,36.75,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 220428 micro(3),EMOBON_RFormosa_So_23,,17.8,Thermo scientific  orion star A221,7.76,Thermo scientific  orion star A221,16.7,Hanna checkTemp thermometer,-71,Thermo scientific  orion star A221,,,,,,,,,,7.17216,Fluorometer 10-AU,,,,,,,,,234.375,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.005576117,YSI ProSolo Digital,36.75,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 220428 micro(4),EMOBON_RFormosa_So_24,,17.8,Thermo scientific  orion star A221,7.76,Thermo scientific  orion star A221,16.7,Hanna checkTemp thermometer,-71,Thermo scientific  orion star A221,,,,,,,,,,7.17216,Fluorometer 10-AU,,,,,,,,,234.375,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.005576117,YSI ProSolo Digital,36.75,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 220428 blank,EMOBON_RFormosa_So_25,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,
EMO BON RFormosa SO 220629 micro(1),EMOBON_RFormosa_So_26,,21.7,Thermo scientific  orion star A221,NA,Thermo scientific  orion star A221,20.4,Hanna checkTemp thermometer,NA,Thermo scientific  orion star A221,,,,,,,,,,8.3868,Fluorometer 10-AU,,,,,,,,,221.875,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.002121885,YSI ProSolo Digital,38.26,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 220629 micro(2),EMOBON_RFormosa_So_27,,21.7,Thermo scientific  orion star A221,NA,Thermo scientific  orion star A221,20.4,Hanna checkTemp thermometer,NA,Thermo scientific  orion star A221,,,,,,,,,,8.3868,Fluorometer 10-AU,,,,,,,,,221.875,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.002121885,YSI ProSolo Digital,38.26,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 220629 micro(3),EMOBON_RFormosa_So_28,,21.7,Thermo scientific  orion star A221,NA,Thermo scientific  orion star A221,20.4,Hanna checkTemp thermometer,NA,Thermo scientific  orion star A221,,,,,,,,,,8.3868,Fluorometer 10-AU,,,,,,,,,221.875,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.002121885,YSI ProSolo Digital,38.26,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 220629 micro(4),EMOBON_RFormosa_So_29,,21.7,Thermo scientific  orion star A221,NA,Thermo scientific  orion star A221,20.4,Hanna checkTemp thermometer,NA,Thermo scientific  orion star A221,,,,,,,,,,8.3868,Fluorometer 10-AU,,,,,,,,,221.875,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.002121885,YSI ProSolo Digital,38.26,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 220629 blank,EMOBON_RFormosa_So_30,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,
EMO BON RFormosa SO 220909 micro(1),EMOBON_RFormosa_So_31,,25,Thermo scientific  orion star A221,7.974,Thermo scientific  orion star A221,25,Thermo scientific  orion star A221,-80,Thermo scientific  orion star A221,,,,,,,,,,8.32896,Fluorometer 10-AU,,,,,,,,,275,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00488527,YSI ProSolo Digital,37.71,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 220909 micro(2),EMOBON_RFormosa_So_32,,25,Thermo scientific  orion star A221,7.974,Thermo scientific  orion star A221,25,Thermo scientific  orion star A221,-80,Thermo scientific  orion star A221,,,,,,,,,,8.32896,Fluorometer 10-AU,,,,,,,,,275,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00488527,YSI ProSolo Digital,37.71,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 220909 micro(3),EMOBON_RFormosa_So_33,,25,Thermo scientific  orion star A221,7.974,Thermo scientific  orion star A221,25,Thermo scientific  orion star A221,-80,Thermo scientific  orion star A221,,,,,,,,,,8.32896,Fluorometer 10-AU,,,,,,,,,275,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00488527,YSI ProSolo Digital,37.71,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 220909 micro(4),EMOBON_RFormosa_So_34,,25,Thermo scientific  orion star A221,7.974,Thermo scientific  orion star A221,25,Thermo scientific  orion star A221,-80,Thermo scientific  orion star A221,,,,,,,,,,8.32896,Fluorometer 10-AU,,,,,,,,,275,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00488527,YSI ProSolo Digital,37.71,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 220909 blank,EMOBON_RFormosa_So_35,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,
EMO BON RFormosa SO 221021 micro(1),EMOBON_RFormosa_So_36,batch_4,20.5,Thermo scientific  orion star A221,7.864,Thermo scientific  orion star A221,20.5,Thermo scientific  orion star A221,-71,Thermo scientific  orion star A221,,,,,,,,,,NA,Fluorometer 10-AU,,,,,,,,,156.25,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.003108809,YSI ProSolo Digital,34.85,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 221021 micro(2),EMOBON_RFormosa_So_37,batch_4,20.5,Thermo scientific  orion star A221,7.864,Thermo scientific  orion star A221,20.5,Thermo scientific  orion star A221,-71,Thermo scientific  orion star A221,,,,,,,,,,NA,Fluorometer 10-AU,,,,,,,,,156.25,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.003108809,YSI ProSolo Digital,34.85,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 221021 micro(3),EMOBON_RFormosa_So_38,,20.5,Thermo scientific  orion star A221,7.864,Thermo scientific  orion star A221,20.5,Thermo scientific  orion star A221,-71,Thermo scientific  orion star A221,,,,,,,,,,NA,Fluorometer 10-AU,,,,,,,,,156.25,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.003108809,YSI ProSolo Digital,34.85,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 221021 micro(4),EMOBON_RFormosa_So_39,,20.5,Thermo scientific  orion star A221,7.864,Thermo scientific  orion star A221,20.5,Thermo scientific  orion star A221,-71,Thermo scientific  orion star A221,,,,,,,,,,NA,Fluorometer 10-AU,,,,,,,,,156.25,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.003108809,YSI ProSolo Digital,34.85,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 221021 blank,EMOBON_RFormosa_So_40,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,
EMO BON RFormosa SO 221216 micro(1),EMOBON_RFormosa_So_41,batch_4,18.2,Thermo scientific  orion star A221,8.398,Thermo scientific  orion star A221,17.5,Thermo scientific  orion star A221,-100.5,Thermo scientific  orion star A221,,,,,,,,,,12.05,Fluorometer 10-AU,,,,,,,,,300,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9953121148,YSI ProSolo Digital,34.92,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 221216 micro(2),EMOBON_RFormosa_So_42,batch_4,18.2,Thermo scientific  orion star A221,8.398,Thermo scientific  orion star A221,17.5,Thermo scientific  orion star A221,-100.5,Thermo scientific  orion star A221,,,,,,,,,,12.05,Fluorometer 10-AU,,,,,,,,,300,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9953121148,YSI ProSolo Digital,34.92,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 221216 micro(3),EMOBON_RFormosa_So_43,,18.2,Thermo scientific  orion star A221,8.398,Thermo scientific  orion star A221,17.5,Thermo scientific  orion star A221,-100.5,Thermo scientific  orion star A221,,,,,,,,,,12.05,Fluorometer 10-AU,,,,,,,,,300,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9953121148,YSI ProSolo Digital,34.92,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 221216 micro(4),EMOBON_RFormosa_So_44,,18.2,Thermo scientific  orion star A221,8.398,Thermo scientific  orion star A221,17.5,Thermo scientific  orion star A221,-100.5,Thermo scientific  orion star A221,,,,,,,,,,12.05,Fluorometer 10-AU,,,,,,,,,300,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9953121148,YSI ProSolo Digital,34.92,YSI ProSolo Digital,,,,,,,,
EMO BON RFormosa SO 221216 blank,EMOBON_RFormosa_So_45,,NA,NA,NA,NA,NA,NA,NA,NA, ,,,,,,,,,NA,NA,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
